A1,A2,A3,BV,G,GM,H,H_sigma,IR,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,inexact,last_obs,ma,moid,moid_jup,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,,,,19.3,,,,0.9114278533134722,1.622927291081997,0.129,ATE,2708.409909432395,0.0,6254.0,0.51,0.083,18.992339,0.7806426314292321,2458200.5,20180323.0,58200.0,J2000,,,2000-11-29,153201 (2000 WO107),7.7708175814543585,a0153201,,2018-01-13,20.437686492905268,0.00302291,3.5559199999999995,1.1764258847,1.132714941073326,,,440.0,,Y,69.25662859908168,JPL 115,153201.0,317.8204744601277,0.8701450361673578,Y,,17401759305.71544,Otto Matic,726129930.650745,2000 WO107,0.1999284155449471,0.56263,,248999405737.0755,135.44049547161976,2.1855e-09,3.8915e-09,6.1345e-08,8.5963e-06,1.9475e-05,4.0741e-09,2.4326e-05,1.1431000000000001e-06,5.6139000000000004e-08,1.715e-05,2.4409e-05,X,X,,2153201.0,6.227,2458182.456902172,20180304.9569022,,213.7030924245709
,,,,,,20.5,,,,0.9131854413786848,1.2492914236927402,,ATE,2705.8020633777624,0.0,7657.0,,,13.580194,0.3680588488211308,2458200.5,20180323.0,58200.0,J2000,0.27257081417153944,,1997-01-10,(1997 AC11),31.693309161552392,bJ97A11C,,2017-12-28,352.8088129791217,0.102914,3.9276800000000005,40.05104138,1.129446347538865,,,151.0,,Y,116.94139944796709,JPL 18,1997 AC11,318.74024010477586,0.8726632172615358,N,,2921646279.399423,Otto Matic,170334619.72164267,1997 AC11,0.5770794590646299,0.56633,,38015363660.15507,135.2959464614469,2.0269e-09,2.7729000000000002e-09,7.520000000000001e-07,5.499e-05,0.00013094,3.7603e-09,8.0605e-06,1.0612e-06,6.8572e-07,0.00011592,3.9143e-05,Xc,Xc,,3009717.0,6.361000000000001,2458206.8670018823,20180329.3670019,,141.5558664241343
,,,,,,16.1,,,,0.9297101163441072,1.3534140881124992,0.237,ATE,2705.4151263627864,0.0,6663.0,1.646,0.043,13.754435,0.4557377233180165,2458200.5,20180323.0,58200.0,J2000,,,2000-03-15,152931 (2000 EA107),28.57764209405973,a0152931,,2018-06-12,218.71979675993234,0.161632,4.17769,62.90232544,1.0994683676387729,,,1015.0,,Y,52.89971164086938,JPL 195,152931.0,327.4309753659752,0.896457153637167,N,,1063726462.4698386,Otto Matic,61221837.81665026,2000 EA107,0.5060061445757155,0.42625,4.137,-3480881045639.0063,135.27288377106427,2.9856e-09,4.3463e-09,1.1011e-07,8.1878e-06,1.7548e-05,5.2961e-09,1.7938e-05,1.5772e-06,1.0192e-07,1.6238e-05,1.792e-05,Q,Q,,2152931.0,6.257999999999999,2458328.9986520745,20180729.498652104,,278.01867073535266
,,,,,,18.2,,,,0.9680903917297128,1.3696856771517811,,ATE,2704.496648239703,0.0,6637.0,,,11.089464,0.4148324256214623,2458200.5,20180323.0,58200.0,J2000,0.7861028149035884,,2000-01-25,86450 (2000 CK33),18.106026083189033,a0086450,,2018-03-28,112.54620712480092,0.124992,4.021719999999999,48.64313664,1.034737548960766,,,463.0,,Y,124.8713962040435,JPL 86,86450.0,347.9143096349065,0.9525374664884501,N,,63726590477.05343,Otto Matic,4547595373.851564,2000 CK33,0.5664951063076443,0.5254800000000001,6.6045,911855110720.0194,135.24483241198516,6.9462e-09,9.8277e-09,1.2515e-07,1.5145e-05,6.5404e-05,1.1136999999999999e-08,1.6137e-05,3.7445e-06,1.2341e-07,6.2164e-05,2.2284000000000002e-05,Xk,Xk,,2086450.0,6.121,2458091.7321223505,20171204.2321224,,215.5995853337764
,,,,,,15.9,,,,1.834916530574646,3.081750634383673,,APO,2704.434357951393,0.0,11394.0,,,8.627164,0.6795045349657146,2458200.5,20180323.0,58200.0,J2000,2.2671452828784515,,1987-05-29,4341 Poseidon (1987 KF),11.85184103737931,a0004341,,2018-08-08,172.51275794679538,0.194487,2.03297,75.68850579,0.3965332450427372,,,515.0,Poseidon,Y,108.1074818223349,JPL 111,4341.0,907.8683931310733,2.48560819474627,N,,38134837148150.67,Otto Matic,3497965545534.0625,1987 KF,0.5880824267656186,0.50838,6.2620000000000005,-9766519883103.5,135.24171789756969,6.3547e-09,1.0672999999999999e-08,4.6871e-08,6.228200000000001e-06,1.7394e-05,2.0599e-09,2.4225e-05,4.7162e-06,8.7288e-08,4.2023e-05,2.6469e-05,O,O,,2004341.0,3.6889999999999996,2457765.4475545785,20170111.947554603,,15.64683513010653
,,,,,,20.3,,,,2.051443163754894,3.16153517602883,,APO,2703.692147813165,0.0,1090.0,,,8.409741,0.5411273545800116,2458200.5,20180323.0,58200.0,J2000,0.29886795464408883,,2002-02-20,(2002 DH2),20.94147110834603,bK02D02H,,2005-02-14,152.86769006785102,0.07025160000000001,2.1206400000000003,27.339815171999998,0.3354399929032538,,,166.0,,Y,345.561610140159,JPL 27,2002 DH2,1073.217289578914,2.93830880103741,N,,20787406628.167805,Otto Matic,1955510584.6189246,2002 DH2,0.9413511514809588,0.4679,,-17345440873.55962,135.20460739065828,8.2622e-08,1.2733e-07,1.7417e-07,3.4945e-05,0.00011893,2.0265e-08,6.8216e-06,6.4836e-05,3.5361999999999996e-07,0.00032724,6.701600000000001e-05,Ch,Ch,,3114073.0,3.523,2457744.7770888917,20161222.2770889,,231.8109220372152
,,,,,,18.6,,,,2.658244045762407,4.7231573434790635,0.021,APO,2702.9170275360448,0.0,4832.0,1.339,0.561,8.375813,0.7767959834268793,2458200.5,20180323.0,58200.0,J2000,,,2001-12-23,399433 (2001 YK4),4.3797729635339,a0399433,,2015-03-17,286.3492343718088,0.0645338,0.736491,25.114618946,0.2274111734867744,,,163.0,,Y,155.79303259020108,JPL 49,399433.0,1583.035672699418,4.3341154625583,N,,314937488697.1207,Otto Matic,29738245488.26865,2001 YK4,0.5933307480457518,0.62541,,4506397666594.201,135.16585137680227,4.7025e-08,8.3554e-08,3.8241e-08,5.4591e-06,2.1854e-05,6.0345e-09,0.00012681,4.2007e-05,1.0898e-07,9.0965e-05,0.000136,X,X,,2399433.0,2.855,2458524.36608142,20190209.866081398,,210.72205544642608
,,,,,,15.6,,,,0.9976973635700946,1.5113657739154198,0.365,ATE,2702.625124258211,0.0,16388.0,2.071,0.106,14.238517000000002,0.5148539317646869,2458200.5,20180323.0,58200.0,J2000,,,1973-10-17,3753 Cruithne (1986 TO),19.80566303084264,a0003753,,2018-08-30,95.25683793733968,0.0710452,3.51471,27.648660484,0.9890217375981728,,,666.0,Cruithne,Y,126.23222851109391,JPL 141,3753.0,363.99604408519434,0.9965668558116201,N,,2118755131.7285824,Otto Matic,117675772.9464068,1986 TO,0.4840289532247692,0.42244,27.3099,-6933299902364.245,135.13549372317402,2.5265e-09,3.8273e-09,5.8423e-07,1.4198e-05,4.579899999999999e-05,3.7568e-09,0.00010668,1.3827000000000001e-06,5.8254e-07,4.6303e-05,0.00010378,Q,Q,,2003753.0,5.922000000000001,2458104.1857994967,20171216.685799498,,43.83554644215479
,,,,,,17.9,,,,1.1798738733997591,1.8961709711669859,,APO,2701.9220793770137,0.0,6914.0,,,9.801787,0.6070963294604075,2458200.5,20180323.0,58200.0,J2000,0.9025667938004488,,1998-05-24,137158 (1999 FB),12.900349325135661,a0137158,,2017-04-28,8.128447839351686,0.19761099999999998,3.52901,76.90427287,0.7690431306997724,,,392.0,,Y,37.11867692958311,JPL 92,137158.0,468.1141871359369,1.28162679571783,N,,175379377.80575317,Otto Matic,14145924.14941878,1999 FB,0.4635767756325318,0.56087,6.074,-573902007272.2107,135.09645472760633,3.0675999999999996e-09,4.9299e-09,8.828799999999999e-08,1.1464e-05,2.8632e-05,2.9991999999999997e-09,2.635e-05,1.8256e-06,1.0432000000000001e-07,3.7205e-05,2.942e-05,Q,Q,,2137158.0,5.148,2458189.930439575,20180312.430439603,,3.022615207334094
,,,,,,18.4,,,,1.491752680468831,1.90078791980261,,AMO,2700.4693146902937,0.0,4124.0,,,8.856632000000001,0.2741977572349505,2458200.5,20180323.0,58200.0,J2000,0.7169342880402657,,2001-11-27,307161 (2002 DY3),24.164674544154487,a0307161,,2013-03-13,302.420592876839,0.143295,3.17128,55.76611515,0.5409521280135712,,,186.0,,Y,354.9720573395321,JPL 50,307161.0,665.493268918185,1.8220212701387701,N,,48341562468.96121,Otto Matic,4312971326.370344,2002 DY3,1.082717441135052,0.48988000000000004,,691712838667.9624,135.04346573451468,6.1216e-09,7.800099999999999e-09,9.487399999999999e-08,2.5236e-05,2.9701e-05,3.3298e-09,1.6311e-05,4.0964e-06,1.3852e-07,5.5474e-05,3.5181999999999996e-05,Xk,Xk,,2307161.0,4.428,2458306.940855191,20180707.4408552,,137.9725361637715
,,,,,,16.8,,,,1.006934779815491,1.275147388522941,,APO,2700.796895786557,0.0,9565.0,,,25.537539000000002,0.2663654231474627,2458200.5,20180323.0,58200.0,J2000,1.4978880340791203,,1991-11-13,10563 Izhdubar (1993 WD),63.463960023076154,a0010563,,2018-01-20,285.478546156287,0.144433,3.8260099999999997,56.20899061,0.975443370059718,,,541.0,Izhdubar,Y,56.564016180191466,JPL 67,10563.0,369.06294209366587,1.01043926651243,N,,801638422.9701476,Otto Matic,24807137.191202626,1993 WD,0.7387221711080405,0.60582,,-2623238295203.9707,135.0414480661738,2.9671e-09,3.7574e-09,2.175e-07,3.3944e-05,5.2855e-05,4.3114e-09,6.5759e-06,1.6312e-06,2.1865e-07,5.44e-05,2.6126e-05,Q,Q,,2010563.0,5.546,2458276.8975194567,20180607.3975195,,132.2091932311621
,,,,,,17.7,,,,1.164562635674019,2.129093035699883,,APO,2699.3564551736818,0.0,6999.0,,,15.783782,0.8282340257873881,2458200.5,20180323.0,58200.0,J2000,0.989644809965054,,1998-11-16,141079 (2001 XS30),28.536099382322732,a0141079,,2018-01-14,223.4300376250724,0.303044,2.93221,117.93563348,0.7842595142332043,,,316.0,,Y,251.4607677617539,JPL 94,141079.0,459.0317279758902,1.2567603777574,N,,139838782844.3043,Otto Matic,6997808274.682464,2001 XS30,0.2000322356481548,0.64459,,1819529701833.8745,134.9878227586841,8.1206e-09,1.4846e-08,7.1166e-08,1.9761e-05,2.5416e-05,8.203e-09,1.1232e-05,4.8013e-06,8.307299999999999e-08,3.3709e-05,1.3100999999999999e-05,Xc,Xc,,2141079.0,4.934,2458374.638738385,20180913.138738398,,0.8653746678500877
,,,,,,18.1,,,,1.1729382243614959,2.045187188189472,,APO,2698.02326467285,0.0,5820.0,,,12.50886,0.7436444185309045,2458200.5,20180323.0,58200.0,J2000,0.8231506991887187,,2000-12-30,138893 (2000 YH66),18.34450458900996,a0138893,,2016-12-06,124.8865480574268,0.164401,3.02346,63.97993717,0.7758742964456152,,,334.0,,Y,265.2783768249275,JPL 90,138893.0,463.99268753870115,1.27034274480137,N,,73167915641.87744,Otto Matic,4617786844.793608,2000 YH66,0.3006892605335198,0.60193,5.3,1046949747653.6284,134.92116323364252,7.1368e-09,1.2443999999999999e-08,6.0891e-08,1.1061e-05,2.286e-05,7.0813e-09,1.4170999999999999e-05,4.2348000000000005e-06,7.137900000000001e-08,2.8251999999999996e-05,1.589e-05,Xk,Xk,,2138893.0,5.039,2458039.5376525815,20171013.0376526,,341.3411236890537
,,,,,,14.4,,,,1.7264496371011762,1.9843475571081493,,MCA,2697.415874423636,0.0,13864.0,,,8.634686,0.1493805057875891,2458200.5,20180323.0,58200.0,J2000,4.5235495454868335,,1980-06-06,4205 David Hughes (1985 YP),16.478584046591088,a0004205,,2018-05-22,132.5246598481425,0.552491,3.4348099999999997,215.01292247,0.4344834147255481,,,1012.0,David Hughes,N,276.5454732735131,JPL 19,4205.0,828.570177362012,2.26850151228477,N,,12142851484375.588,Otto Matic,1109959886376.7532,1985 YP,1.468551717094202,0.45286000000000004,24.0,173750409395102.2,134.89079372118178,5.6072e-09,6.444800000000001e-09,4.5415e-08,4.9395e-06,2.1161999999999998e-05,2.1166999999999995e-09,1.6309000000000003e-05,4.036499999999999e-06,7.899e-08,4.7831e-05,2.4095e-05,Xe,Xe,,2004205.0,4.106,2457895.483386346,20170521.9833863,,109.9763167961883
,-4.86111407091539e-15,,,,,14.6,,,,1.271196435728355,2.402692827347886,0.1066,APO,2696.994444786315,0.0,12688.0,5.1,0.2,15.344863,0.8901034960589854,2455873.5,20111108.0,55873.0,J2000,,,1983-10-12,3200 Phaethon (1983 TB),22.222338891222485,a0003200,,2018-07-08,238.74947440350792,0.0202422,2.72761,7.877656974,0.6876779104039702,6.0,0.0,4757.0,Phaethon,Y,265.2991994079155,JPL 628,3200.0,523.5008927195598,1.4332673311966002,Y,,103006105247784.12,Otto Matic,5297430205182.929,1983 TB,0.1397000441088249,0.33193,3.6039999999999996,-60838566559768.86,134.86972223931576,4.2518e-10,8.0363e-10,1.2193e-08,5.0102e-06,1.2093e-06,3.4501e-10,3.9526999999999994e-06,2.6264e-07,1.5505e-08,1.7988e-06,4.2914999999999995e-06,B,B,F,2003200.0,4.51,2456049.8187733125,20120502.3187733,,322.1031290719322
,,,,,,14.7,,,,1.774229352179636,2.2785790180708867,0.593,AMO,2696.173474451564,0.0,15729.0,4.3,,8.661146,0.2842640751443209,2458200.5,20180323.0,58200.0,J2000,,,1975-06-09,3691 Bede (1982 FT),20.36007752337771,a0003691,,2018-07-02,64.43983090666865,0.35138800000000003,2.8315099999999997,136.74966796,0.4170512567442594,,,1890.0,Bede,Y,348.7629302160182,JPL 354,3691.0,863.2032494287773,2.36332169590357,N,,11470832752872.047,Otto Matic,1044846904571.5364,1982 FT,1.269879686288384,0.3961,226.8,149254165933764.97,134.8286737225782,4.9124e-09,6.3087999999999996e-09,4.9471e-08,6.5914e-06,1.0819000000000001e-05,1.7321e-09,9.9365e-06,3.585e-06,8.9571e-08,2.5631e-05,1.4237000000000001e-05,Xc,Xc,,2003691.0,3.9819999999999998,2458045.987023802,20171019.4870238,,234.90277227712033
,,,,,,19.2,,,,2.601657781912716,4.126815548387921,,AMO,2696.1734590808005,6.0,55.0,,,8.344787,0.5862253587225918,2458200.5,20180323.0,58200.0,J2000,0.4959973445799733,,2000-02-03,(2000 CN33),17.68609148165159,bK00C33N,,2000-03-29,120.44614311824759,0.09443739999999999,1.00221,36.752202958000005,0.2348706877941886,,,101.0,,Y,129.5849189862798,JPL 11,2000 CN33,1532.7583164207322,4.19646356309577,N,,16007395794.56784,Otto Matic,1513346920.1926825,2000 CN33,1.0765000154375122,0.34881,,229047648012.0287,134.82867295404006,0.00060351,0.0009573,0.0001072,0.0018739999999999998,0.5495800000000001,8.1725e-05,0.00060077,0.53333,2.9285e-05,2.1615,0.0007013999999999999,X,X,,3034813.0,3.092,2457687.6810345957,20161026.181034602,,351.5233986316046
,,,,,,13.7,,,,2.219233745613227,2.6447310454436765,0.28800000000000003,MBA,2696.062698096929,0.0,22527.0,4.723,0.111,8.31607,0.1917316283926977,2458200.5,20180323.0,58200.0,J2000,,,1955-08-23,4396 Gressmann (1981 JH),3.747081130285171,a0004396,,2017-04-26,0.01557091074613312,0.781907,2.56251,304.29474719,0.2981257592493932,,,1573.0,Gressmann,N,46.94177024454293,JPL 27,4396.0,1207.5440945002229,3.30607554962416,N,,81809977808943.27,Otto Matic,7760744160120.98,1981 JH,1.7937364457827767,0.49711000000000005,,-48319483279265.9,134.82313490484646,8.635299999999999e-09,1.0291e-08,3.2556e-08,4.6075e-06,1.9083e-05,1.7401e-09,5.604e-05,7.047999999999999e-06,7.3962e-08,6.401100000000001e-05,5.8155e-05,B,B,,2004396.0,3.6239999999999997,2458200.447770663,20180322.9477707,,250.97087135887384
,,,,,,17.3,,,,1.234689403942316,1.8566338431012253,0.37200000000000005,APO,2695.348632599949,0.0,9814.0,0.829,0.222,10.364652,0.5037254204766509,2458200.5,20180323.0,58200.0,J2000,,,1991-02-22,10165 (1995 BL2),23.894552677911,a0010165,,2018-01-05,167.5340259369166,0.376206,3.41059,146.40808902,0.7184019331482244,,,617.0,,Y,312.4444364383108,JPL 122,10165.0,501.1122372992319,1.37197053333123,N,,261017885406.992,Otto Matic,19861668543.07001,1995 BL2,0.6127449647834073,0.60001,,-431798159001.8524,134.78743162999746,3.2936e-09,4.9526000000000005e-09,7.1769e-08,9.3869e-06,2.5829e-05,2.8745e-09,1.0575999999999998e-05,2.0051e-06,8.8488e-08,3.5557e-05,1.6335999999999997e-05,L,L,,2010165.0,4.984,2457967.2962484416,20170801.7962484,,348.42914566893853
,,,,,,15.9,,,,1.291848151653064,2.278420308160612,,APO,2694.0748469534533,0.0,23475.0,,,14.59428,0.7636904966308301,2458200.5,20180323.0,58200.0,J2000,2.2671452828784515,,1953-12-07,137925 (2000 BJ19),31.10260267803248,a0137925,,2018-03-16,335.35299030362364,0.389671,3.01602,151.64826307,0.6712539767714181,,,1146.0,,Y,131.23760286962178,JPL 260,137925.0,536.3096718346753,1.46833585717912,N,,2779575819.824036,Otto Matic,150138042.24338284,2000 BJ19,0.3052759951455156,0.44421000000000005,48.0,-9095733844654.94,134.70930149931232,8.3671e-09,1.4757e-08,6.8045e-08,1.1745999999999999e-05,1.3325999999999999e-05,6.5213999999999994e-09,7.1114e-06,5.210399999999999e-06,8.7919e-08,1.9926e-05,8.8468e-06,Q,Q,,2137925.0,4.579,2458237.217860228,20180428.7178602,,175.4983369881375
,,,,,,18.2,,,,1.4529445956603233,2.5970494217138045,0.055,APO,2691.483807544721,0.0,5914.0,1.244,0.02,10.699734,0.7874387154683752,2458200.5,20180323.0,58200.0,J2000,,,2001-10-16,194268 (2001 UY4),5.436129322859802,a0194268,,2017-12-25,163.6609961294901,0.0262553,2.54451,10.217775101,0.5627694232629623,,,407.0,,Y,160.79346844793483,JPL 71,194268.0,639.6936029550147,1.75138563437376,Y,,252547904970.3995,Otto Matic,18588647889.08718,2001 UY4,0.3088397696068404,0.51277,7.88,3613673603514.2817,134.5941903772361,3.5326999999999996e-09,6.314499999999999e-09,7.9488e-08,6.488200000000001e-06,8.3458e-06,2.0524999999999997e-09,0.00013971,2.333e-06,1.1544000000000001e-07,1.4281e-05,0.00013775,X,X,,2194268.0,4.23,2457909.686410341,20170605.1864103,,107.69899304935421
,,,,,,18.4,,,,1.478582733277057,2.516410912909392,,APO,2691.1052373637954,0.0,6267.0,,,10.097499000000001,0.7019074119255699,2458200.5,20180323.0,58200.0,J2000,0.7169342880402657,,2000-11-19,228368 (2000 WK10),14.735693598767051,a0228368,,2018-01-16,275.638036923005,0.022543900000000002,2.8577,8.773409563,0.5481957048921834,,,151.0,,Y,57.99059482682055,JPL 46,228368.0,656.6997821896528,1.79794601557742,Y,,48341562468.96121,Otto Matic,3769838856.5306506,2000 WK10,0.4407545536447226,0.4753,,691712838667.9624,134.57526186818978,2.2926000000000003e-08,3.9018e-08,1.1657999999999999e-07,1.2652999999999999e-05,4.6388000000000004e-05,1.2749999999999998e-08,5.3524e-05,1.5274e-05,1.7559e-07,8.7781e-05,5.2081000000000005e-05,X,X,,2228368.0,4.254,2458354.390229938,20180823.8902299,,244.4768066379115
,,,,,,17.6,,,,2.02108602149277,3.545247265495457,,APO,2690.648084761161,1.0,6178.0,,,9.057253999999999,0.7541298231714776,2458200.5,20180323.0,58200.0,J2000,1.0362853329448145,,2001-06-16,(2002 AU5),9.185433255434363,bK02A05U,,2018-05-16,254.54090494205798,0.136008,1.94438,52.93023336,0.3430258714806827,,,133.0,,Y,354.81609986657236,JPL 38,2002 AU5,1049.4835227618491,2.8733292888757003,N,,145989184745.06012,Otto Matic,12690135984.3205,2002 AU5,0.4969247774900822,0.53992,,2088939377159.464,134.55240423805807,1.4705e-07,2.5795e-07,1.5857999999999998e-07,2.6184000000000002e-05,0.00023319,3.7437e-08,0.00012265,0.00011454,3.4015e-07,0.00071311,0.00013021,X,X,,3102748.0,3.383,2458507.937729413,20190124.437729396,,21.5311499471776
,,,,,,16.0,,,,1.290159758363344,1.6760882617457842,0.245,APO,2688.1160611213204,0.0,15156.0,1.649,0.045,23.458328,0.2991323368138656,2458200.5,20180323.0,58200.0,J2000,,,1975-12-30,2102 Tantalus (1975 YA),64.0036814370136,a0002102,,2017-06-28,263.9054937384644,0.0425959,3.76454,16.577046403,0.6725720826270577,1.0,0.0,1076.0,Tantalus,Y,94.36356578929536,JPL 153,2102.0,535.2586128669582,1.46545821455704,Y,,1069553313.925427,Otto Matic,35862341.31310409,1975 YA,0.9042312549809048,0.29102,2.384,-3499948519752.9976,134.40794216269387,1.2420999999999999e-09,1.6136e-09,2.9833e-08,1.2206e-05,8.4502e-06,9.7127e-10,1.8564e-06,7.7298e-07,3.8722e-08,1.2575e-05,1.1029e-05,Q,Q,,2002102.0,4.45,2458343.3761447934,20180812.8761448,,61.54240640261469
,,,,,,13.2,,,,2.2992360724824397,2.8622972349947085,0.059000000000000004,MBA,2687.349771246235,0.0,27761.0,12.252,0.077,8.464193,0.2448905396235987,2458200.5,20180323.0,58200.0,J2000,,,1941-09-26,1705 Tapio (1941 SL1),7.708957195083326,a0001705,,2017-09-28,352.1586844856807,0.731531,2.5723700000000003,284.68991927,0.2827018999327625,,,1857.0,Tapio,N,188.612220031967,JPL 29,1705.0,1273.426178195555,3.48645086432732,N,,1428148613330225.2,Otto Matic,132677500443280.9,1941 SL1,1.7361749099701718,0.49041999999999997,54.8,-843508394578404.0,134.38748856231172,7.3355000000000006e-09,9.1319e-09,4.3576e-08,4.1665e-06,9.9781e-06,1.3529000000000002e-09,2.9627e-05,6.0941e-06,1.0067e-07,3.5348e-05,3.0646e-05,B,B,,2001705.0,3.54,2458228.2370456867,20180419.7370457,,156.4709431101613
,,,,,,14.0,,,,1.8335202701922042,3.2494682957463263,0.22699999999999998,APO,2686.9309602317003,0.0,23642.0,4.843,0.37799999999999995,9.638525,0.7722565430954812,2458200.5,20180323.0,58200.0,J2000,,,1953-11-30,5143 Heracles (1991 VL),9.031020826198755,a0005143,,2018-08-23,173.13722418903382,0.0583577,1.80418,22.711066109,0.3969862826194209,1.0,0.0,2437.0,Heracles,Y,309.5145934644621,JPL 445,5143.0,906.8323409681173,2.4827716385164105,N,,371729689555276.1,Otto Matic,30322040181409.066,1991 VL,0.4175722446380798,0.37375,2.7063,-95201806948257.94,134.366548011585,4.9827e-09,8.830600000000001e-09,3.2018e-08,3.8344e-06,2.6708999999999997e-06,1.6181999999999999e-09,3.0143000000000003e-05,3.6966000000000003e-06,5.8445e-08,7.0646e-06,2.911e-05,O,O,,2005143.0,3.583,2457764.3710157783,20170110.871015802,,227.78237721001142
